index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
824,Fiesta Serving Bowl With Serving Spoon - Assorted Colour,"Kitchen, Garden & Pets",Crockery & Cutlery,Nakoda,349,564,Plates & Bowls,4,"This serving bowls and spoons are made of high-quality food-grade BPA free virgin plastic that is strong and durable. These serving bowls are suitable for dining table, serving dishes to the guest, family dinner, party, etc.This double moulded designer serving bowl sets gives a very elegant look to your dining table and will leave a very good impression on your guests. Package contains one 800 ml bowl, one 1600 ml bowl, one 2200 ml bowl, 3 lids and 2 serving spoons. This can be safely used in fridge, freezer, dishwasher and microwave for reheating. Comes in a beautiful box pack, this is ideal for gifting to your friends and relatives for housewarming ceremonies."
825,"Glass Water Bottle With Round Base - Yellow, B1367","Kitchen, Garden & Pets",Storage & Accessories,BB Home,209,499,Water & Fridge Bottles,3.5,"A stylish solution for all your homebrews is this elegantly designed bottle. The bottle is designed using high-quality glass, which proves to be solid and offers great finishing. It features a seal cap with a long-neck design for an easier grip. You can store water, juices, brews and more. Keep your drinks fresh and preserve them for a long time."
826,Small Jars Set With Printed Lids,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,109,130,Glassware,4.2,"Yera is the pioneer in India’s glass Industry since 1958 and traditionally known for making high quality glassware products at the best prices. We are a 100% Made in India Brand. Yera is a trusted name that has reached almost every household of India. These classy jars from Yera available in 3 different sizes are sure to change the way your Kitchen looks. These BPA-free, Non-Toxic jars ensure the safety of you and your family and make food consumption a safer experience.These jars available in different sizes gives you the option of storing a dynamic range of food items like snacks, jars, pickles, etc, and are extremely easy to wash and clean.The sturdy tin lids are unbreakable and don’t let your food go stale and ensures zero leakage or spillage."
827,Tasty Masala Coated Peanuts,Snacks & Branded Foods,Snacks & Namkeen,Tasties,105,147,Namkeen & Savoury Snacks,3.5,"Tasties Namkeens are a range of traditional Indian Savouries that are, authentic, crisy and deliciously mouth watering. Made by skilled and experienced manufacturers in hygienic state-of-the-art facilities, these flavoursome namkeens will take you back to a time of light-hearted fun, while munching on your favourite snack."
828,Masala - Paneer,"Foodgrains, Oil & Masala",Masalas & Spices,Tata Sampann,37.8,42,Blended Masalas,4.3,"Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food."
829,Singhara Atta - Gluten Free,Gourmet & World Food,"Atta, Flours & Sooji",Graminway,140,140,Flours & Pre-Mixes,3.7,"Graminway Singhara Atta is flour made from water chestnut seeds. It is widely used in fasting in the Northern part of India. It is gluten-free with a glycemic index of 60. Singhara Atte ki Poori and Halwa is consumed when fasting, especially during Navratra. Singhara has antioxidant property. Singhara atta is high in fibre. At Graminway, they believe that everyone deserves to live a full and healthy life. The intake of their food supplements will provide a good foundation for a healthy lifestyle. They are committed to providing the highest quality products at affordable price. They are a company with a purpose beyond profit and want to make a lasting difference in the world. Graminway aims to provide clean, natural, and healthy products without compromising on the flavours and taste. They produce them in small batches, which helps maintain freshness and preserve the ingredient texture."
830,"Plastic Dustbin/Garbage Bin - Green With Black, Polka Dots, Bon Bon, 12081P-M-B",Cleaning & Household,Bins & Bathroom Ware,Ratan,199,320,Dustbins,2.9,These pedal bins are beautiful that goes well with the indoor aesthetics. These are very durable and sturdy and are easy to use and easy to clean. The dustbin has a foot pedal mechanism that permits you to open the dustbin easily with one foot.
831,"Steel Storage/Lunch Container - No.14, Blue, Klip It","Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,219,328,Steel Storage Containers,3.8,"Joyo Klip It Stainless steel container comes with easy locking. These containers are made from high quality non- magnetic stainless steel body. Joyo Klip It container has odourless lid cover with food-grade silicone seal (gasket) in lid & has all 4 sides locks which ensure airtight containers for keeping food fresh, 100% leak-proof containers for keeping food from spilling, stackable design for easily storing the containers on top of each other and the pioneering clip mechanism. Take this container to the office, school, camping or hiking."
832,Pink/Rosa Beauty Bathing Bar,Beauty & Hygiene,Bath & Hand Wash,Dove,193.5,215,Bathing Bars & Soaps,4.3,"We think that skin cleansing should be an act of beauty for your skin that leaves it feeling soft and cared for. And Dove Pink Rosa Beauty Bar has a delicate blush of colour that adds a touch of feminine sophistication to your bathroom. It is combined with our ¼ moisturising cream to create a beauty bar that helps nourish your skin during cleansing. Dove Beauty Bars are specially formulated to deliver skin nourishment, helping your skin to keep its natural moisture during cleansing. Pink Rosa Beauty Bar contains our ultra-mild cleansers, which don’t strip skin of moisture as a regular soap bar can. It’s mild enough to be used on your face, body and hands – the perfect addition to your daily skin cleansing routine. Dove is the No.1 Brand recommended by dermatologists in India."
833,Sesame Oil - Cold Pressed,Gourmet & World Food,Oils & Vinegar,Health 1st,195,195,Flavoured & Other Oils,4.8,"Sesame Oil is high in nutritional value - a rich source of Omega6 and Vitamin E. Due to its hearty, nutty flavour and its high levels of mono- and polyunsaturated fats, sesame oil has become one of the most popular oils for cooking."
834,Purifying Neem Facial Wipes,Beauty & Hygiene,Skin Care,Himalaya,150,200,Face Care,4.3,"Himalaya's Purifying Neem Facial Wipes are soft and non-alcoholic with a gentle formulation that mildly cleanses the skin to keep it clean and healthy. Himalaya's Purifying Neem Facial Wipes are soft and non-alcoholic with a gentle formulation that mildly cleanses the skin to keep it clean and healthy. Enriched with the power of Neem and Turmeric that are known for antibacterial properties, the wipes freshen skin and also help conveniently remove make-up."
835,Fruit Juice - Mango Delight,Beverages,Fruit Juices & Drinks,Tropicana,164,200,Juices,3.5,"Enjoy the refreshing and delicious taste of mangoes! A special 6-layer protection gives you the goodness of tasty, ready to serve fruit beverage in every glass of Tropicana. Did You Know? Mango, believed to have originated in the sub-Himalayan plains of the Indian subcontinent, is a member of the cashew family of flowering plants & one of the good source of potassium among fruits."
836,International Italian Mushroom Soup,Snacks & Branded Foods,Ready To Cook & Eat,Knorr,58.5,65,Soups,4.2,"Craving for some restaurant-like soup at home? Try Knorr’s range of authentic appetising, international soups that are easy to make, and delicious to taste. The Knorr Italian Mushroom soup contains handpicked mushrooms and high-the best quality spices. Its perfect blend of authentic appetising flavours gives it a rich aroma and a , delicious, taste, and restaurant-like consistency taste. Made with 100% real vegetables and with no added preservatives, the Knorr range of international soups are ready to savour in 3 simple steps, and can be served to 4 people. Now make your home the centre for parties and dinners with Knorr’s wide range of 11 ready-to-cook soups and 7 cup-a-soup variants."
837,"Plates - Marine Fish, Medium","Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,929,1272,Glassware,4,"Add fun to your party with these fish plates. They can be used to put snacks, dry fruits, biscuits or anything else. The neat finish of the product gives it the elegance and beauty that you would want in your kitchen."
838,Pumpkin - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,28,35,Organic Vegetables,3.5,"It is organically grown and handpicked from farm Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
839,Baby Wipes - Gentle,Baby Care,Diapers & Wipes,Himalaya Baby,44,44,Baby Wipes,4.3,"Cleanses, Moisturizes and keeps the delicate baby skin soft. An effective combination of herbs that moisturizes and keeps your baby's delicate skin soft, Aloe Vera ensure moisture balance to keep your baby's skin soft and supple. Indian Lotus keeps the skin dry and smooth, Your baby needs gentle care and Protection.Himalaya Herbal Healthcare range of baby product are specially to ensure the health of your baby's delicate and sensitive skin. Clinically tested for mildness, these product maintain the fragile and complete well-being of your baby's skin."
840,Face Scrub De Tan With Walnut Granules,Beauty & Hygiene,Men's Grooming,USTRAA,226,350,Face & Body,2,"Exfoliate your tanned skin back to its natural fairness and health with this De-tan face scrub. Stress, unhealthy lifestyle affect your facialskin health leading to pimples, whiteheads, blackheads, uneven colour tone, & dryness. The Ustraa Face Scrub helps repair your skin from all these and much. With bigger walnut granules, it works more efficiently on the face of the men as they have thicker skin. This product is completely paraben and sulphate free."
841,Hazelnut Kernel,Gourmet & World Food,Cooking & Baking Needs,Puramate,153,170,"Baking, Cake Decorations",3.5,"Puramate Hazelnut kernels impart crunchy texture and flavour and taste pleasant in nut and fruit mixes They have rich indulgent flavour and delicately sweet on the inside which makes it perfect match for sweet and chocolate recipes. Hazelnuts are perfect to use for bakery, biscuit, chocolate, ice cream, muesli, cakes, desserts, trail mixes, delicious desserts like halva, kheer, custard etc."
842,Mutton Delicate Chops,"Eggs, Meat & Fish",Mutton & Lamb,Premier,550,550,Frozen Mutton,3.5,"Premier Mutton Delicate chops are the meat in goat ribs is close to the bone, which makes them very flavorful. Goat ribs are perfect for braising and grilling. As they are mainly bone, they usually take a longer time to cook than most goat cuts."
843,Snail Moisture Mask Sheet,Beauty & Hygiene,Skin Care,It's Skin,180,180,Face Care,3.5,"Its Skin The Snail Moisture Mask Sheet is a must-have in your skincare routine. It trickles pleasantly over your face, allowing its superb caregiving powers to act. Snail secretion - the innovative beauty marvel smoothens the skin and gives it a beautiful sheen. Give your face an ideal rest with this treatment and revitalize your skin with the magical results of this mask."
